brand,store,fb_link,g_link
midas,BROOKVALE,https://www.facebook.com/pages/category/Tire-Dealer---Repair-Shop/Midas-Tyres-Service-Centre-Brookvale-1464934873568306/,"https://www.google.com.au/search?source=hp&ei=cRTLXerNOODB3LUPtNCVmAI&q=midas+BROOKVALE&oq=midas+BROOKVALE&gs_l=psy-ab.3...907.968..978...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiqyt2FwOXlAhXgILcAHTRoBSMQ4dUDCAY&uact=5#lrd=0x6b12aa60c084b70f:0xa5300359027f71ef,1,,,"
midas,CAMPSIE,https://www.facebook.com/campsiemidas/?rf=381837528548964,"https://www.google.com.au/search?source=hp&ei=dhTLXYPdA9bcz7sP4fe9gAQ&q=midas+CAMPSIE&oq=midas+CAMPSIE&gs_l=psy-ab.3...35.87..97...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiD8NmHwOXlAhVW7nMBHeF7D0AQ4dUDCAY&uact=5#lrd=0x6b12ba4f6bc55f07:0x3eb1c5711d3409b6,1,,,"
midas,HORNSBY,https://www.facebook.com/pages/Midas-Hornby/125471640845520,"https://www.google.com.au/search?source=hp&ei=eRTLXdmXIMOcmgfQ1of4Ag&q=midas+HORNSBY&oq=midas+HORNSBY&gs_l=psy-ab.3...101.153..164...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiZuK2JwOXlAhVDjuYKHVDrAS8Q4dUDCAY&uact=5#lrd=0x6b12a786d90612e1:0x86a4b375ad1163ee,1,,,"
midas,WEST RYDE,https://www.facebook.com/westrydemidas/,"https://www.google.com.au/search?source=hp&ei=fRTLXZDND9jWz7sP-KWTwAY&q=midas+WEST+RYDE&oq=midas+WEST+RYDE&gs_l=psy-ab.3...65.149..164...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjQ_5CLwOXlAhVY63MBHfjSBGgQ4dUDCAY&uact=5#lrd=0x6b12a45abf5e24bb:0xbadb66eda36b19a1,1,,,"
midas,COOKS HILL,https://www.facebook.com/pages/Midas-Cooks-Hill/215145178507087,"https://www.google.com.au/search?source=hp&ei=fxTLXd-sM7Hgz7sP09Ws-Ac&q=midas+COOKS+HILL&oq=midas+COOKS+HILL&gs_l=psy-ab.3...47.111..120...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwif6K6MwOXlAhUx8HMBHdMqC38Q4dUDCAY&uact=5#lrd=0x6b731440f49dbca9:0x8b35158d94d9dc9,1,,,"
midas,CHATSWOOD,https://www.facebook.com/midaschatswood/,"https://www.google.com.au/search?source=hp&ei=ghTLXauSMIzTz7sPtM-9oAQ&q=midas+CHATSWOOD&oq=midas+CHATSWOOD&gs_l=psy-ab.3...56.113..124...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwir2-KNwOXlAhWM6XMBHbRnD0QQ4dUDCAY&uact=5#lrd=0x6b12af2c5d380f0f:0xae05f7d2379120c2,1,,,"
midas,BANKSTOWN,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-187176331345851/,"https://www.google.com.au/search?source=hp&ei=hRTLXcCFJcKGmgfLkLzgAg&q=midas+BANKSTOWN&oq=midas+BANKSTOWN&gs_l=psy-ab.3...58.118..129...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiA3I6PwOXlAhVCg-YKHUsIDywQ4dUDCAY&uact=5#lrd=0x6b91439d0e6ecee9:0x6b3de02ca76ce027,1,,,"
midas,BLACKTOWN,https://www.facebook.com/midasblacktown/,"https://www.google.com.au/search?source=hp&ei=iBTLXcXyFunZz7sPkeWa-Ao&q=midas+BLACKTOWN&oq=midas+BLACKTOWN&gs_l=psy-ab.3...53.114..124...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjF1reQwOXlAhXp7HMBHZGyBq8Q4dUDCAY&uact=5#lrd=0x6b1298e36011371f:0x2c62fdd4dfcb3e2e,1,,,"
midas,CAMPBELLTOWN,https://m.facebook.com/pages/category/Local-Business/Midas-109969879066589/,"https://www.google.com.au/search?source=hp&ei=ixTLXZmeBrSGmgeHs7SoBQ&q=midas+CAMPBELLTOWN&oq=midas+CAMPBELLTOWN&gs_l=psy-ab.3...50.129..183...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjZj96RwOXlAhU0g-YKHYcZDVUQ4dUDCAY&uact=5#lrd=0x6b12eef1550feb5b:0x773037507819d4ad,1,,,"
midas,CONCORD,https://www.facebook.com/pages/category/Automotive-Repair-Shop/MIDAS-Concord-277278535985809/,"https://www.google.com.au/search?source=hp&ei=jRTLXcupOqH7z7sP6OWZGA&q=midas+CONCORD&oq=midas+CONCORD&gs_l=psy-ab.3...101.186..197...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiLpIyTwOXlAhWh_XMBHehyBgMQ4dUDCAY&uact=5#lrd=0x808560d6b1b2dc4b:0xeb225e8855e1eb81,1,,,"
midas,FAIRFIELD,https://www.facebook.com/pages/Midas/187771571242460,"https://www.google.com.au/search?source=hp&ei=kRTLXYKbCavC3LUPkfSg8AE&q=midas+FAIRFIELD&oq=midas+FAIRFIELD&gs_l=psy-ab.3...62.132..142...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjCp8-UwOXlAhUrIbcAHRE6CB4Q4dUDCAY&uact=5#lrd=0x6b12bd8197576b35:0x690e9278fa142a4e,1,,,"
midas,HABERFIELD,https://www.facebook.com/pages/Midas/1536214916673507,"https://www.google.com.au/search?source=hp&ei=kxTLXdL6OMbdz7sP0YSqsAU&q=midas+HABERFIELD&oq=midas+HABERFIELD&gs_l=psy-ab.3...163.236..246...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiSkPmVwOXlAhXG7nMBHVGCClYQ4dUDCAY&uact=5#lrd=0x6b12b009f0b0073f:0x7d26d1438affe40e,1,,,"
midas,LIVERPOOL,https://www.facebook.com/MidasLiverpool/,"https://www.google.com.au/search?source=hp&ei=lhTLXd68NerFz7sPuZSDmAw&q=midas+LIVERPOOL&oq=midas+LIVERPOOL&gs_l=psy-ab.3...66.140..162...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwje36yXwOXlAhXq4nMBHTnKAMMQ4dUDCAY&uact=5#lrd=0x6b1295bac6b6dbe7:0x64795bd421e7dc36,1,,,"
midas,PEAKHURST,https://www.facebook.com/pages/Midas-Peakhurst/148711998510107,"https://www.google.com.au/search?source=hp&ei=mRTLXfjpI8XTz7sP-7Se2AI&q=midas+PEAKHURST&oq=midas+PEAKHURST&gs_l=psy-ab.3...94.157..168...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi4mtKYwOXlAhXF6XMBHXuaBysQ4dUDCAY&uact=5#lrd=0x6b12b93c56db94cd:0x7cdc1bfb45a14743,1,,,"
midas,PENRITH,https://www.facebook.com/carserviceexperts/,"https://www.google.com.au/search?source=hp&ei=nBTLXaXPFJ3Vz7sPqbmqoAU&q=midas+PENRITH&oq=midas+PENRITH&gs_l=psy-ab.3...48.108..118...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiljfqZwOXlAhWd6nMBHamcClQQ4dUDCAY&uact=5#lrd=0x6b12858ebb1c314f:0x83df7aea36e3e4c7,1,,,"
midas,ROCKDALE,https://www.facebook.com/MidasRockdale/,"https://www.google.com.au/search?source=hp&ei=nhTLXbm0NsS_8QOMh5vABw&q=midas+ROCKDALE&oq=midas+ROCKDALE&gs_l=psy-ab.3...51.111..122...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi5-5WbwOXlAhXEX3wKHYzDBngQ4dUDCAY&uact=5#lrd=0x6b12b9fe5cec2c93:0x9d64d392cc93d43e,1,,,"
midas,TAREN POINT,https://www.facebook.com/MidasSutherlandShire/,"https://www.google.com.au/search?source=hp&ei=oRTLXYe5GeHSz7sPmZeciAQ&q=midas+TAREN+POINT&oq=midas+TAREN+POINT&gs_l=psy-ab.3...72.165..218...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjHjbCcwOXlAhVh6XMBHZkLB0EQ4dUDCAY&uact=5#lrd=0x6b12b80b890d58af:0x7f70ee915bb7f11d,1,,,"
midas,WOOLLAHRA,https://www.facebook.com/pages/Midas-Woollahra/215436678503202,"https://www.google.com.au/search?source=hp&ei=pBTLXfDMDvXWz7sPic2R4AM&q=midas+WOOLLAHRA&oq=midas+WOOLLAHRA&gs_l=psy-ab.3...57.115..125...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjwrtydwOXlAhV163MBHYlmBDwQ4dUDCAY&uact=5#lrd=0x6b12adfdc493c44f:0xe614ade60f35cef2,1,,,"
midas,BASS HILL,https://www.facebook.com/midasCarCareBassHill/,"https://www.google.com.au/search?source=hp&ei=phTLXcXVM8XA3LUP6fy62Ao&q=midas+BASS+HILL&oq=midas+BASS+HILL&gs_l=psy-ab.3...58.120..130...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjFwPuewOXlAhVFILcAHWm-DqsQ4dUDCAY&uact=5#lrd=0x6b12bdcb6942ef1d:0x4760bbf7aef5e9ff,1,,,"
midas,HEATHCOTE,https://www.facebook.com/HeathcoteMidas/,"https://www.google.com.au/search?source=hp&ei=qRTLXazFGrHjz7sPqcOMkAY&q=midas+HEATHCOTE&oq=midas+HEATHCOTE&gs_l=psy-ab.3...50.116..126...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjsvZmgwOXlAhWx8XMBHakhA2IQ4dUDCAY&uact=5#lrd=0x6b12c3d265852193:0xcfdc0b6c0e80492d,1,,,"
midas,GOSFORD,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-Gosford-244724432210283/,"https://www.google.com.au/search?source=hp&ei=rBTLXauCCrPDz7sP2pmImAs&q=midas+GOSFORD&oq=midas+GOSFORD&gs_l=psy-ab.3...51.106..117...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiriMChwOXlAhWz4XMBHdoMArMQ4dUDCAY&uact=5#lrd=0x6b72caa636472301:0xcda2f68f3bf3a925,1,,,"
midas,ROUSE HILL,https://www.facebook.com/midasrousehill/,"https://www.google.com.au/search?source=hp&ei=rhTLXemTMJ3Vz7sPqbmqoAU&q=midas+ROUSE+HILL&oq=midas+ROUSE+HILL&gs_l=psy-ab.3...47.109..119...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjpouCiwOXlAhWd6nMBHamcClQQ4dUDCAY&uact=5#lrd=0x6b129faf9bb0bcab:0x48ce1cd67624678e,1,,,"
midas,ARMIDALE,https://www.facebook.com/pages/Midas-Auto-Service-Experts-Armidale/179818786174419,"https://www.google.com.au/search?source=hp&ei=sRTLXa6wE9Xhz7sP88G3qA8&q=midas+ARMIDALE&oq=midas+ARMIDALE&gs_l=psy-ab.3...55.135..159...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjuzPqjwOXlAhXV8HMBHfPgDfUQ4dUDCAY&uact=5#lrd=0x6b9f9fd1a471ef67:0xc482fb25eed6d07,1,,,"
midas,CABOOLTURE,,"https://www.google.com.au/search?source=hp&ei=tBTLXdcF2MHctQ_u2IqYDA&q=midas+CABOOLTURE&oq=midas+CABOOLTURE&gs_l=psy-ab.3...61.132..142...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjXr56lwOXlAhXYILcAHW6sAsMQ4dUDCAY&uact=5#lrd=0x6b93f16f07d65dd1:0x9e1c6b81a1154,1,,,"
midas,ENOGGERA,https://www.facebook.com/MidasEnoggera/,"https://www.google.com.au/search?source=hp&ei=thTLXaPcLKjdz7sP152XsA8&q=midas+ENOGGERA&oq=midas+ENOGGERA&gs_l=psy-ab.3...54.138..154...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwijj8WmwOXlAhWo7nMBHdfOBfYQ4dUDCAY&uact=5#lrd=0x6b91577155159901:0xda31460a94542ba0,1,,,"
midas,WOOLLOONGABBA,https://www.facebook.com/pages/category/Automotive-Repair-Shop/MIDAS-WoolloongabbaCoorparoo-1096330417062327/,"https://www.google.com.au/search?source=hp&ei=uRTLXeOzLZ_Tz7sP59-5qAU&q=midas+WOOLLOONGABBA&oq=midas+WOOLLOONGABBA&gs_l=psy-ab.3...66.142..151...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwij9PynwOXlAhWf6XMBHedvDlUQ4dUDCAY&uact=5#lrd=0x6b915a403d10507f:0x85939d481a2397e2,1,,,"
midas,MANSFIELD,https://www.facebook.com/MidasMansfield/?rf=228193553952907,"https://www.google.com.au/search?source=hp&ei=vBTLXcv4EPvCz7sP6NS3gAQ&q=midas+MANSFIELD&oq=midas+MANSFIELD&gs_l=psy-ab.3...59.120..131...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjLxpepwOXlAhV74XMBHWjqDUAQ4dUDCAY&uact=5#lrd=0x6b915b7aaae47dd3:0x15b3b2dd03de5726,1,,,"
midas,ASHGROVE,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-Ashgrove-123571787718502/,"https://www.google.com.au/search?source=hp&ei=vxTLXYiECISGmgf2sJWwDw&q=midas+ASHGROVE&oq=midas+ASHGROVE&gs_l=psy-ab.3...46.102..112...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjI38WqwOXlAhUEg-YKHXZYBfYQ4dUDCAY&uact=5#lrd=0x6b915747ff0c6efb:0x791eaafdb3b293ae,1,,,"
midas,BEENLEIGH,https://www.facebook.com/Midas-Beenleigh-487768681285841/,"https://www.google.com.au/search?source=hp&ei=wRTLXdnRL6OLmgesv5yYDg&q=midas+BEENLEIGH&oq=midas+BEENLEIGH&gs_l=psy-ab.3...59.118..127...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiZtuerwOXlAhWjheYKHawfB-MQ4dUDCAY&uact=5#lrd=0x6b9141ccdb54b0cb:0xf18f263c91f9fc19,1,,,"
midas,CAPALABA,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-capalaba-230843187474505/,"https://www.google.com.au/search?source=hp&ei=xBTLXbTQM4m_3LUP35WSoAk&q=midas+CAPALABA&oq=midas+CAPALABA&gs_l=psy-ab.3...34.91..101...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi0wqKtwOXlAhWJH7cAHd-KBJQQ4dUDCAY&uact=5#lrd=0x6b915d8e5fd7b13b:0x4f91b6bad0b58185,1,,,"
midas,INDOOROOPILLY,https://www.facebook.com/Midas-Service-Centre-Indooroopilly-548136048560832/,"https://www.google.com.au/search?source=hp&ei=xxTLXc7kKvfDz7sPh-WdoAQ&q=midas+INDOOROOPILLY&oq=midas+INDOOROOPILLY&gs_l=psy-ab.3...50.130..140...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiO5NCuwOXlAhX34XMBHYdyB0QQ4dUDCAY&uact=5#lrd=0x6b9150563762a7ef:0x756cfd4826c26686,1,,,"
midas,IPSWICH,,"https://www.google.com.au/search?source=hp&ei=yhTLXde-FqnB3LUPkfOviA0&q=midas+IPSWICH&oq=midas+IPSWICH&gs_l=psy-ab.3...49.103..113...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjXy_OvwOXlAhWpILcAHZH5C9EQ4dUDCAY&uact=5#lrd=0x6b96b43376544ca5:0x8d904ec66f44e826,1,,,"
midas,TINGALPA,https://www.facebook.com/midastingalpa/posts,"https://www.google.com.au/search?source=hp&ei=zRTLXbi6AuKLmgfvqLToBA&q=midas+TINGALPA&oq=midas+TINGALPA&gs_l=psy-ab.3...50.108..119...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj41JaxwOXlAhXiheYKHW8UDU0Q4dUDCAY&uact=5#lrd=0x6b915ead38d37d11:0x88ada845a6ea88c3,1,,,"
midas,SPRINGWOOD,https://www.facebook.com/MidasSpringwood/,"https://www.google.com.au/search?source=hp&ei=zxTLXd2mNb2_3LUPhO-9-As&q=midas+SPRINGWOOD&oq=midas+SPRINGWOOD&gs_l=psy-ab.3...55.120..130...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwidysOywOXlAhW9H7cAHYR3D78Q4dUDCAY&uact=5#lrd=0x6b91439d0e6ecee9:0x33bbbe5fa3848199,1,,,"
midas,ALBION,https://www.facebook.com/pages/Midas-Service-Center-Albion/601349929910962,"https://www.google.com.au/search?source=hp&ei=0hTLXd2VILTFz7sPu7Go0A8&q=midas+ALBION&oq=midas+ALBION&gs_l=psy-ab.3...53.97..108...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjdxuWzwOXlAhW04nMBHbsYCvoQ4dUDCAY&uact=5#lrd=0x6b9159b42dd32ccd:0x4e13127b4de0cd47,1,,,"
midas,KIPPA-RING,https://www.facebook.com/MidasKippaRing/reviews/,"https://www.google.com.au/search?source=hp&ei=1RTLXbuUBcSZmgeusrH4Bw&q=midas+KIPPA-RING&oq=midas+KIPPA-RING&gs_l=psy-ab.3...46.113..123...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj70oG1wOXlAhXEjOYKHS5ZDH8Q4dUDCAY&uact=5#lrd=0x6b93e5f03061a35f:0xa7d7009074dfa09d,1,,,"
midas,STRATHPINE,https://www.facebook.com/MidasStrathpine/,"https://www.google.com.au/search?source=hp&ei=1xTLXb-eLYGfmge6qo_oCA&q=midas+STRATHPINE&oq=midas+STRATHPINE&gs_l=psy-ab.3...69.132..143...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj_5aO2wOXlAhWBj-YKHTrVA40Q4dUDCAY&uact=5#lrd=0x6b93fc90ad0d96e1:0x6e55edce9936aebf,1,,,"
midas,BURLEIGH HEADS,https://www.facebook.com/midasburleighheads/,"https://www.google.com.au/search?source=hp&ei=2hTLXfW7Ebzfz7sPqrGeoAs&q=midas+BURLEIGH+HEADS&oq=midas+BURLEIGH+HEADS&gs_l=psy-ab.3...33.119..132...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj1kL-3wOXlAhW873MBHaqYB7QQ4dUDCAY&uact=5#lrd=0x6b91039f387af5ed:0x8679fd4372c86233,1,,,"
midas,BIGGERA WATERS,https://www.facebook.com/pages/Midas-Labrador/102471219874705,"https://www.google.com.au/search?source=hp&ei=3RTLXeO0B8XA3LUP6fy62Ao&q=midas+BIGGERA+WATERS&oq=midas+BIGGERA+WATERS&gs_l=psy-ab.3...46.128..145...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwijl-y4wOXlAhVFILcAHWm-DqsQ4dUDCAY&uact=5#lrd=0x6b91102db3b8f941:0x94d4ae2f5e29e0c7,1,,,"
midas,SOUTHPORT,https://www.facebook.com/pages/Midas-Southport/220162445166191,"https://www.google.com.au/search?source=hp&ei=4BTLXeeZB_vCz7sP6NS3gAQ&q=midas+SOUTHPORT&oq=midas+SOUTHPORT&gs_l=psy-ab.3...52.118..127...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjniaO6wOXlAhV74XMBHWjqDUAQ4dUDCAY&uact=5#lrd=0x6b91055f7cbe2029:0x9125b872ccd1cde9,1,,,"
midas,MAROOCHYDORE,https://www.facebook.com/MidasMaroochydore/,"https://www.google.com.au/search?source=hp&ei=4hTLXaXeOK_Vz7sPofaQgA8&q=midas+MAROOCHYDORE&oq=midas+MAROOCHYDORE&gs_l=psy-ab.3...51.125..135...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwil1867wOXlAhWv6nMBHSE7BPAQ4dUDCAY&uact=5#lrd=0x6b9376646e52a171:0x8d66a298107c6c71,1,,,"
midas,GEEBUNG,https://www.facebook.com/MidasGeebung/,"https://www.google.com.au/search?source=hp&ei=5RTLXa2NJeWLmgel7JOYDg&q=midas+GEEBUNG&oq=midas+GEEBUNG&gs_l=psy-ab.3...45.97..107...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjtk_K8wOXlAhXlheYKHSX2BOMQ4dUDCAY&uact=5#lrd=0x6b93e28fcb3ba5d5:0xe7314df9762eb48a,1,,,"
midas,TWEED HEADS,https://www.facebook.com/pages/category/Automotive-Repair-Shop/MIDAS-Service-Centre-Tweed-Heads-837831176247248/,"https://www.google.com.au/search?source=hp&ei=6BTLXbXBEJWamgf-rJz4Bw&q=midas+TWEED+HEADS&oq=midas+TWEED+HEADS&gs_l=psy-ab.3...47.119..128...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi11ZS-wOXlAhUVjeYKHX4WB38Q4dUDCAY&uact=5#lrd=0x6b90ffce61231643:0x55f2ead082db780a,1,,,"
midas,CAIRNS,https://www.facebook.com/pages/Midas-Cairns/309422162424146,"https://www.google.com.au/search?source=hp&ei=6xTLXbrCCLXhz7sPmZaB-AE&q=midas+CAIRNS&oq=midas+CAIRNS&gs_l=psy-ab.3...71.140..162...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj648O_wOXlAhW18HMBHRlLAB8Q4dUDCAY&uact=5#lrd=0x6978669089c00845:0xe7605bd606c6050b,1,,,"
midas,BALWYN,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-Balwyn-917504054958051/,"https://www.google.com.au/search?source=hp&ei=7hTLXcXNBbWymgeyi7aoCA&q=midas+BALWYN&oq=midas+BALWYN&gs_l=psy-ab.3...94.189..199...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjF_PfAwOXlAhU1meYKHbKFDYUQ4dUDCAY&uact=5#lrd=0x6ad6413dcedc39b5:0x46d783659a188e13,1,,,"
midas,BLACKBURN,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-Car-Care-Blackburn-833452473399875/,"https://www.google.com.au/search?source=hp&ei=8BTLXaWAM8Pfz7sPkMeruAY&q=midas+BLACKBURN&oq=midas+BLACKBURN&gs_l=psy-ab.3...62.156..166...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiluJ_CwOXlAhXD73MBHZDjCmcQ4dUDCAY&uact=5#lrd=0x6ad638b3a3499dd5:0xc60aaddea1a78d92,1,,,"
midas,BRIGHTON,https://www.facebook.com/MidasServiceCentreBrighton/,"https://www.google.com.au/search?source=hp&ei=8xTLXYybOM7Uz7sPj8ut4A8&q=midas+BRIGHTON&oq=midas+BRIGHTON&gs_l=psy-ab.3...123.335..347...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjM4NvDwOXlAhVO6nMBHY9lC_wQ4dUDCAY&uact=5#lrd=0x6ad6691fc6b82fa3:0x19707d796443e019,1,,,"
midas,ESSENDON,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Midas-Essendon-146119388790286/,"https://www.google.com.au/search?source=hp&ei=9xTLXarZFePEz7sP1sKqqA8&q=midas+ESSENDON&oq=midas+ESSENDON&gs_l=psy-ab.3...174.246..257...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjqsK3FwOXlAhVj4nMBHVahCvUQ4dUDCAY&uact=5#lrd=0x6ad65c7121970701:0x4a822bcda1b403ce,1,,,"
midas,GREENSBOROUGH,https://www.facebook.com/MidasGreensborough/,"https://www.google.com.au/search?source=hp&ei=-hTLXYizBd3Dz7sPieiOkAU&q=midas+GREENSBOROUGH&oq=midas+GREENSBOROUGH&gs_l=psy-ab.3...55.138..149...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiImNTGwOXlAhXd4XMBHQm0A1IQ4dUDCAY&uact=5#lrd=0x6ad64839710b9e9f:0x4ebab5118fc17e0a,1,,,"
midas,OAKLEIGH,https://www.facebook.com/midas.oakleigh,"https://www.google.com.au/search?source=hp&ei=_BTLXeLELMfUz7sPyP2FmAg&q=midas+OAKLEIGH&oq=midas+OAKLEIGH&gs_l=psy-ab.3...162.262..274...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjisvXHwOXlAhVH6nMBHch-AYMQ4dUDCAY&uact=5#lrd=0x6ad66bbb547dc015:0xbf26f51a4450ebd1,1,,,"
